4.082620633,587.951054
2.664034182,392.2049334
4.104543202,487.5475049
3.120178783,581.852344
4.446308318,599.406092
5.493507201,637.1024479
4.685017247,521.5721748
4.434273435,549.9041461
3.273433578,570.200409
3.202806072,427.1993849
2.482607771,492.6060127
3.713209203,522.3374046
4.046423164,408.6403511
3.918541839,573.4158673
2.494543647,470.4527333
3.357846842,461.7807422
3.136132716,457.8476959
2.420806161,407.7045475
1.516575581,452.3156755
4.06454855,605.0610388
4.599937358,534.7057438
1.55915194,419.9387748
2.245147787,436.5156057
3.919302309,519.3409891
5.705153971,700.9170916
2.721735992,423.1799917
4.648199316,619.8956399
2.996364526,486.8389348
3.923488746,529.5376653
4.74257752,554.7220838
3.062368145,497.5866713
3.471413452,447.6879065
4.343062915,588.7126055
2.820097234,491.0732237
4.124585297,507.4418323
3.649286158,521.8835732
1.847370423,347.7769266
3.452388583,490.7386321
4.650491269,478.1703341
4.222436225,537.8461953
4.671275461,532.7517876
4.646119977,501.8744303
4.214495086,591.1971782
4.64325855,547.2443434
2.258686387,448.2298292
3.663105491,549.8605905
3.876875177,593.915003
4.113226123,563.6728734
3.202531199,479.7319491
3.198399272,416.3583536
5.976768126,725.5848141
2.952668958,442.6672517
2.094891706,384.6265716
3.855471685,451.4574469
2.87459691,522.4041413
3.392050489,483.673308
2.995761183,520.8987945
3.315224754,453.1695024
3.471919137,496.6507081
3.970555628,547.3651406
4.639320332,616.851523
5.081210092,507.212569
4.802630631,613.5993234
3.414688423,483.1597208
3.462298847,540.2634004
5.377593584,765.5184619
4.001786346,553.6015347
3.43959056,469.3108615
2.779520719,408.6201878
3.552649767,451.5756852
2.602287112,444.9665517
4.694322274,595.8228367
3.401522345,418.1500811
3.8515788,534.7771881
3.258112883,578.2416051
3.120568915,478.7193569
2.837943164,444.2859075
4.470282584,544.7798637
4.442054329,488.7860611
3.164943995,475.7590678
3.751734552,489.812488
3.159754444,462.8976362
4.130562809,596.4301726
1.914089924,338.3198626
4.396651901,533.5149353
5.113319475,536.7718994
2.669941624,487.379306
3.366463743,473.7289665
4.571213024,547.1259317
3.917451119,505.1133435
2.476139051,449.0703194
4.125584363,611.0000251
3.997255378,515.8288149
1.36267408,439.0747667
4.193324636,514.0889577
3.8710034,543.3401663
4.081802695,521.1429518
4.252006106,614.7153338
3.911708668,507.3900618
3.021671822,495.2994425
3.184618662,518.064558
2.877224878,390.103273
2.586967985,420.7376732
2.969640227,492.1050524
3.428859904,410.0696111
2.926940235,497.5136833
3.781823039,494.5518611
3.004742536,378.3309069
3.854473856,570.4517259
3.318822279,549.0082269
3.361814624,459.2851235
3.722561173,492.9450531
3.54354705,424.7626355
2.789461516,422.4267759
5.485976734,642.1015787
2.594189721,413.3717831
2.753424169,479.2310929
5.004820577,593.0772413
3.873337569,506.5473071
3.798725319,571.3074949
3.292797663,576.3111774
4.716104987,576.8025474
4.01872661,514.2395207
3.63770128,495.1759504
3.834169667,514.3365583
4.531986607,541.226584
4.106055152,516.8315567
3.218265385,468.4457372
3.283663455,548.2803202
2.924020725,431.6177338
3.905250309,552.9403455
4.920318406,573.3062223
2.473596121,452.627255
4.131276648,542.7115581
1.767730708,407.8040306
2.724108202,482.3535703
3.89711586,529.2300901
2.491671541,433.0487691
3.863425442,476.1914133
3.5786339,439.9978799
3.958892264,448.9332932
3.25174177,472.9922467
3.914384667,463.923513
1.443515075,350.0582002
2.910037917,460.0612774
3.345570976,505.7711403
3.089527782,463.4849954
4.514122441,479.7319376
1.825884669,424.1854943
3.993656513,465.8893127
2.652158305,426.775216
6.401228838,684.163431
5.391275125,555.8925954
6.076653638,657.0199239
3.864860739,595.8038189
2.941410754,503.9783791
5.084861309,586.1558702
6.922689335,744.2218671
3.60439856,512.8253581
3.78493211,528.2238094
3.309182328,468.9135013
0.968622116,357.5914394
3.768561963,536.4231045
3.585160635,490.2066
4.520353377,550.0475806
3.6758488,513.4505712
2.873007509,497.81193
4.055775962,578.9862586
3.015175299,506.5363931
4.717102513,501.7492333
2.926396449,421.9667942
2.361086947,439.8912805
4.968742674,666.1255917
0.80151572,298.7620079
3.669225611,465.1766233
1.715777167,373.8857237
4.773503047,532.7174857
4.087837273,554.900783
4.13175504,537.7731625
3.442799202,501.1002452
4.72402744,517.1651356
3.230973843,557.5292736
2.972271382,493.719193
3.182329732,452.1226251
4.806349619,577.273455
3.620364988,485.9231305
3.261324745,425.745092
3.597459969,537.2150527
4.789201624,524.6379646
3.316464745,478.8853913
4.632460946,612.3852299
3.308443001,476.7667242
4.01598664,505.1196375
4.369366794,545.9454921
2.566639844,434.0216998
3.519032434,424.675281
1.503854421,352.5501082
5.039955264,662.9610878
4.478712608,560.5601606
3.361612985,467.5019004
1.920715478,504.8704324
4.330714462,590.5627196
3.811248171,443.9656268
3.088763958,392.4973992
4.541695257,568.7175759
5.066696864,712.3963268
3.107468683,413.2959992
4.746989703,562.0820454
3.09182687,412.0129313
3.195625776,468.6684656
3.850279639,496.5540816
3.97452248,548.5185293
3.843848921,536.1308969
2.90900846,558.4272572
1.139093538,357.8637186
2.685284836,529.0566632
3.108911449,387.3570727
4.852842407,528.9336186
2.307552421,420.9161595
4.835528667,496.9334463
3.678589399,519.3729768
5.254708926,591.4377356
3.89289148,502.4097853
4.389455226,604.3348401
4.003325039,555.0683941
0.789519908,256.6705823
4.403369831,547.1109824
2.64859677,461.9208769
2.367848224,458.3769107
3.050712973,436.2834981
3.641497162,532.9352188
3.397363093,512.5525344
4.297686524,630.4227632
3.803364999,463.7459811
2.633419989,493.1802162
3.634093727,501.2091727
3.467014066,501.9282649
1.494310895,376.3369008
2.267251114,421.3266313
5.023934201,538.7749335
2.47175067,398.1634685
4.297737482,571.4710341
2.436958876,451.6286105
3.656983927,490.6004425
5.000243361,591.7810894
2.412830961,409.0704721
5.314354141,563.4460357
4.077775098,647.6194557
3.275070681,448.340425
3.634996006,518.7864831
3.982471513,523.6339351
3.287701824,393.857371
2.313349885,426.1545477
3.557813698,503.3878873
3.350279288,482.6024673
2.907094935,524.7976276
3.792711955,574.6548434
4.029453828,574.7472197
4.978475793,660.4251843
2.699562055,375.3984554
3.930615327,640.18774
3.456233824,514.0098178
2.18201697,376.4968407
2.709526627,484.5198091
4.594116865,614.7296376
4.25698329,567.4750105
3.784273087,554.0030934
1.623419609,399.9838716
3.41450624,479.1728515
3.606086889,585.9318443
3.275733705,540.9957391
5.007271987,628.0478039
3.371258113,582.4919237
5.453969475,640.7861664
3.755869389,446.4186734
4.664258497,570.6300981
3.806670949,423.3083341
5.049927475,616.660286
2.871947536,530.3624689
3.236732814,442.3631174
3.086337272,511.97986
4.559699083,560.4437922
3.010209778,475.2634237
1.809229592,374.2696745
3.5942951,463.591418
3.049195744,471.6028844
3.634340224,626.0186727
1.482359644,432.4720613
2.921350141,356.6155679
1.810079876,467.4278485
3.373104674,503.2173931
